term,definition,source_anchor,notes
MTA,,https://csrc.nist.gov/glossary/term/mta,abbr/syn: Mail Transfer Agent; Mail Transport Agent; no definition listed
MTC,,https://csrc.nist.gov/glossary/term/mtc,abbr/syn: Mobile Threat Catalogue; no definition listed
MTD,The amount of time mission/business process can be disrupted without causing significant harm to the organization’s mission.,https://csrc.nist.gov/glossary/term/mtd,abbr/syn: Maximum Tolerable Downtime; Mobile Threat Defense; Moving Target Defense; source: NIST SP 800-34 Rev. 1
MTE,,https://csrc.nist.gov/glossary/term/mte,abbr/syn: Memory Tagging Extension; no definition listed
MTI,,https://csrc.nist.gov/glossary/term/mti,abbr/syn: Mobile Threat Intelligence; no definition listed
mTLS,,https://csrc.nist.gov/glossary/term/mtls,abbr/syn: mutual TLS; mutual Transport Layer Security; no definition listed
MTP,,https://csrc.nist.gov/glossary/term/mtp,abbr/syn: Mobile Threat Posture; Mobile Threat Protection; no definition listed
MTS,,https://csrc.nist.gov/glossary/term/mts,abbr/syn: Marine Transportation System; no definition listed
MTTF,,https://csrc.nist.gov/glossary/term/mttf,abbr/syn: Mean Time To Failure; no definition listed
MTU,,https://csrc.nist.gov/glossary/term/mtu,abbr/syn: Master Terminal Unit; Maximum Transmission Unit; no definition listed
MUA,,https://csrc.nist.gov/glossary/term/mua,abbr/syn: Mail User Agent; no definition listed
MUD,,https://csrc.nist.gov/glossary/term/mud,abbr/syn: Manufacturer Usage Description; no definition listed
MUD-Capable,An Internet of Things (IoT) device that can emit a MUD uniform resource locator in compliance with the MUD specification.,https://csrc.nist.gov/glossary/term/mud_capable,source: NIST SP 1800-15B
MUD-Capable,An IoT device that is capable of emitting a MUD uniform resource locator (URL) in compliance with the MUD specification.,https://csrc.nist.gov/glossary/term/mud_capable,source: NIST SP 1800-15C
Multi-Block Message Test,,https://csrc.nist.gov/glossary/term/multi_block_message_test,abbr/syn: MMT; no definition listed
Multicast Domain Name System,,https://csrc.nist.gov/glossary/term/multicast_domain_name_system,abbr/syn: mDNS; no definition listed
Multicast Group,,https://csrc.nist.gov/glossary/term/multicast_group,abbr/syn: MEC; no definition listed
Multicast Security,,https://csrc.nist.gov/glossary/term/multicast_security,abbr/syn: MSEC; no definition listed
Multicloud Management,,https://csrc.nist.gov/glossary/term/multicloud_management,abbr/syn: MCM; no definition listed
Multi-Exit Discriminator (MED),A BGP attribute used on external links to indicate preferred entry or exit points (among many) for an AS.,https://csrc.nist.gov/glossary/term/multi_exit_discriminator,abbr/syn: MED; source: NIST SP 800-54
Multifactor,"A characteristic of an authentication system or an authenticator that requires more than one distinct authentication factor for successful authentication. MFA can be performed using a single authenticator that provides more than one factor or by a combination of authenticators that provide different factors. The three authentication factors are something you know, something you have, and something you are.",https://csrc.nist.gov/glossary/term/multifactor,abbr/syn: MF; source: NIST SP 1800-17b; NIST SP 1800-17c
Multi-Factor,"A characteristic of an authentication system or an authenticator that requires more than one distinct authentication factor for successful authentication. MFA can be performed using a single authenticator that provides more than one factor or by a combination of authenticators that provide different factors. The three authentication factors are something you know, something you have, and something you are.",https://csrc.nist.gov/glossary/term/multi_factor,source: NIST SP 800-63-3
Multi-Factor,"A characteristic of an authentication system or an authenticator that requires more than one distinct authentication factor for successful authentication. MFA can be performed using a single authenticator that provides more than one factor or by a combination of authenticators that provide different factors. The three authentication factors are something you know, something you have, and something you are.",https://csrc.nist.gov/glossary/term/multi_factor,source: NIST SP 800-63-3
Multi-Factor,"A characteristic of an authentication system or a token that uses more than one authentication factor. The three types of authentication factors are something you know, something you have, and something you are.",https://csrc.nist.gov/glossary/term/multi_factor,source: NIST SP 800-63-2
multi-factor authentication,"Authentication using two or more different factors to achieve authentication. Factors include something you know (e.g., PIN, password), something you have (e.g., cryptographic identification device, token), or something you are (e.g., biometric).",https://csrc.nist.gov/glossary/term/multi_factor_authentication,abbr/syn: 2FA; authenticator; MFA; source: NIST SP 800-172A
multi-factor authentication,"Authentication using two or more factors to achieve authentication. Factors include: (i) something you know (e.g., password/personal identification number [PIN]); (ii) something you have (e.g., cryptographic identification device, token); or (iii) something you are (e.g., biometric).",https://csrc.nist.gov/glossary/term/multi_factor_authentication,abbr/syn: 2FA; authenticator; MFA; source: NIST SP 1800-27B; NIST SP 1800-27C
multi-factor authentication,An entity that facilitates authentication of other entities attached to the same LAN using a public key certificate.,https://csrc.nist.gov/glossary/term/multi_factor_authentication,abbr/syn: 2FA; authenticator; MFA
multi-factor authentication,Something the claimant possesses and controls (typically a cryptographic module or password) that is used to authenticate the claimant’s identity. This was previously referred to as a token.,https://csrc.nist.gov/glossary/term/multi_factor_authentication,abbr/syn: 2FA; authenticator; MFA; source: NIST SP 800-171r3
multi-factor authentication,"Authentication using two or more different factors to achieve authentication. Factors include something you know (e.g., PIN, password), something you have (e.g., cryptographic identification device, token), or something you are (e.g., biometric). See authenticator.",https://csrc.nist.gov/glossary/term/multi_factor_authentication,abbr/syn: 2FA; authenticator; MFA; source: NIST SP 800-171r3
multi-factor authentication,"The means used to confirm the identity of a user, process, or device (e.g., user password or token).",https://csrc.nist.gov/glossary/term/multi_factor_authentication,abbr/syn: 2FA; authenticator; MFA; source: CNSSI 4009-2015
multi-factor authentication,"Authentication using two or more factors to achieve authentication. Factors include: (i) something you know (e.g. password/personal identification number (PIN)); (ii) something you have (e.g., cryptographic identification device, token); or (iii) something you are (e.g., biometric). See authenticator.",https://csrc.nist.gov/glossary/term/multi_factor_authentication,abbr/syn: 2FA; authenticator; MFA; source: CNSSI 4009-2015
multi-factor authentication,"An authentication system that requires more than one distinct authentication factor for successful authentication. Multifactor authentication can be performed using a multifactor authenticator or by a combination of authenticators that provide different factors. The three authentication factors are something you know, something you have, and something you are.",https://csrc.nist.gov/glossary/term/multi_factor_authentication,abbr/syn: 2FA; authenticator; MFA; source: NIST SP 1800-17b; NIST SP 1800-17c
multi-factor authentication,"Authentication using two or more factors to achieve authentication. Factors are (i) something you know (e.g., password/personal identification number); (ii) something you have (e.g., cryptographic identification device, token); and (iii) something you are (e.g., biometric).",https://csrc.nist.gov/glossary/term/multi_factor_authentication,abbr/syn: 2FA; authenticator; MFA; source: NIST SP 1800-12b
multi-factor authentication,"Authentication using two or more different factors to achieve authentication. Factors include something you know (e.g., PIN, password); something you have (e.g., cryptographic identification device, token); or something you are (e.g., biometric). See authenticator.",https://csrc.nist.gov/glossary/term/multi_factor_authentication,abbr/syn: 2FA; authenticator; MFA; source: NIST SP 800-171 Rev. 2
multi-factor authentication,"Authentication using two or more different factors to achieve authentication. Factors include: (i) something you know (e.g., password/PIN); (ii) something you have (e.g., cryptographic identification device, token); or (iii) something you are (e.g., biometric). See Authenticator.",https://csrc.nist.gov/glossary/term/multi_factor_authentication,abbr/syn: 2FA; authenticator; MFA; source: NIST SP 800-53 Rev. 4
