"control_id","family","family_name","title","ot_discussion","content"
"PS-4","PS","Personnel Security","Personnel Termination","","| CNTL | CONTROL NAME<br>Control Enhancement Name | CONTROL BASELINES | | | | |----------|-------------------------------------------|-------------------|--------|--------|--| | NO. | | LOW | MOD | HIGH | | | PS-4 | Personnel Termination | Select | Select | Select | | | PS-4 (2) | PERSONNEL TERMINATION AUTOMATED ACTIONS | | | Select | |"
"PS-5","PS","Personnel Security","Personnel Transfer","","| CNTL<br>NO. | CONTROL NAME | CONTROL BASELINES | | | |-------------|--------------------------|-------------------|--------|--------| | | Control Enhancement Name | LOW | MOD | HIGH | | PS-5 | Personnel Transfer | Select | Select | Select | No OT Discussion for this control."
"PS-6","PS","Personnel Security","Access Agreements","","| CNTL | CONTROL NAME | | CONTROL BASELINES | | | | |------|--------------------------|--------|-------------------|--------|--|--| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | | | PS-6 | Access Agreements | Select | Select | Select | | | No OT Discussion for this control."
"PS-7","PS","Personnel Security","External Personnel Security","","| CNTL<br>NO. | CONTROL NAME | CONTROL BASELINES | | | |-------------|-----------------------------|-------------------|--------|--------| | | Control Enhancement Name | LOW | MOD | HIGH | | PS-7 | External Personnel Security | Select | Select | Select | No OT Discussion for this control."
"PS-8","PS","Personnel Security","Personnel Sanctions","","| CNTL<br>NO. | CONTROL NAME | CONTROL BASELINES | | | |-------------|--------------------------|-------------------|--------|--------| | | Control Enhancement Name | LOW | MOD | HIGH | | PS-8 | Personnel Sanctions | Select | Select | Select | No OT Discussion for this control."
"PS-9","PS","Personnel Security","Position Descriptions","","<span id=""page-293-0""></span> | CNTL<br>NO. | CONTROL NAME<br>Control Enhancement Name | CONTROL BASELINES | | | |-------------|------------------------------------------|-------------------|--------|--------| | | | LOW | MOD | HIGH | | PS-9 | Position Descriptions | Select | Select | Select | ## **F.7.15. RISK ASSESSMENT – RA** Many OT organizations have well-established risk assessment programs that can be leveraged for cybersecurity risk analysis."
"RA-1","RA","Risk Assessment","Policy And Procedures","The policy specifically addresses the unique properties and requirements of OT and the relationship to non-OT systems.","| CNTL<br>NO. | CONTROL NAME | CONTROL BASELINES | | | |-------------|--------------------------|-------------------|--------|--------| | | Control Enhancement Name | LOW | MOD | HIGH | | RA-1 | Policy and Procedures | Select | Select | Select | OT Discussion: The policy specifically addresses the unique properties and requirements of OT and the relationship to non-OT systems."
"RA-2","RA","Risk Assessment","Security Categorization","PHA, functional safety assessments, and other organization-established risk assessments can be referenced to identify the impact level of the OT systems.","| CNTL<br>NO. | CONTROL NAME | CONTROL BASELINES | | | |-------------|--------------------------|-------------------|--------|--------| | | Control Enhancement Name | LOW | MOD | HIGH | | RA-2 | Security Categorization | Select | Select | Select | OT Discussion: PHA, functional safety assessments, and other organization-established risk assessments can be referenced to identify the impact level of the OT systems."
"RA-3","RA","Risk Assessment","Risk Assessment","","| CNTL | CONTROL NAME | | CONTROL BASELINES | | |----------|------------------------------------------------|--------|-------------------|--------| | NO. | Control Enhancement Name | LOW | MOD | HIGH | | RA-3 | Risk Assessment | Select | Select | Select | | RA-3 (1) | RISK ASSESSMENT SUPPLY CHAIN RISK ASSESSMENT | Select | Select | Select | No OT Discussion for this control."
"RA-5","RA","Risk Assessment","Vulnerability Monitoring And Scanning","The organization makes a risk-based determination of how to monitor or scan for vulnerabilities on their system. This may include active scanning, passive monitoring, or compensating controls, depending on the system being scanned. For example, vulnerability examination may be performed using passive monitoring and manual visual inspection to maintain an up-to-date inventory of assets. That inventory can be cross-referenced against a list of known vulnerabilities (e.g., CISA advisories, NIST NVD). Production may need to be taken offline before active scans can be conducted. Scans are scheduled to occur during planned OT outages whenever possible. If vulnerability scanning tools are used on adjacent non-OT networks, extra care is taken to ensure that they do not mistakenly scan the OT network. Automated network scanning is not applicable to non-routable communications, such as serial networks. Compensating controls include providing a replicated or simulated system for conducting scans or host-based vulnerability applications.","| CNTL | CONTROL NAME<br>Control Enhancement Name | CONTROL BASELINES | | | | |--------------|---------------------------------------------------------------------------------|-------------------|--------|--------|--| | NO. | | LOW | MOD | HIGH | | | RA-5 | Vulnerability Monitoring and Scanning | Select | Select | Select | | | RA-5 (2) | VULNERABILITY MONITORING AND SCANNING UPDATE<br>VULNERABILITIES TO BE SCANNED | Select | Select | Select | | | RA-5 (4) | VULNERABILITY MONITORING AND SCANNING DISCOVERABLE<br>INFORMATION | | | Select | | | RA-5 (5) | VULNERABILITY MONITORING AND SCANNING PRIVILEGED ACCESS | | Select | Select | | | RA-5<br>(11) | VULNERABILITY MONITORING AND SCANNING PUBLIC DISCLOSURE<br>PROGRAM | Select | Select | Select | | OT Discussion: The organization makes a risk-based determination of how to monitor or scan for vulnerabilities on their system. This may include active scanning, passive monitoring, or compensating controls, depending on the system being scanned. For example, vulnerability examination may be performed using passive monitoring and manual visual inspection to maintain an up-to-date inventory of assets. That inventory can be cross-referenced against a list of known vulnerabilities (e.g., CISA advisories, NIST NVD). Production may need to be taken offline before active scans can be conducted. Scans are scheduled to occur during planned OT outages whenever possible. If vulnerability scanning tools are used on adjacent non-OT networks, extra care is taken to ensure that they do not mistakenly scan the OT network. Automated network scanning is not applicable to non-routable communications, such as serial networks. Compensating controls include providing a replicated or simulated system for conducting scans or host-based vulnerability applications. Control Enhancement: (2) (5) No OT Discussion for this control. Control Enhancement: (4) OT Discussion: Examples of discoverable information in OT could include information about key personnel or technical information related to systems and configurations. Locations that may need to be monitored or scanned include technical forums, blogs, and vendor or contractor websites. Control Enhancement: (11) OT Discussion: For federal organizations, CISA [Binding Operational](https://cyber.dhs.gov/bod/20-01/) [Directive 20-01](https://cyber.dhs.gov/bod/20-01/) requires individual federal civilian executive branch agencies to develop and publish a vulnerability disclosure policy (VDP) for their internet-accessible systems and services and maintain processes to support their VDP. A VDP may be implemented at the organization level rather than for each individual system. Federal and non-federal organizations could achieve this control by creating and monitoring an email address published on a public-facing website for contacting the organization regarding disclosures."
"RA-7","RA","Risk Assessment","Risk Response","","| CNTL | CONTROL NAME<br>Control Enhancement Name | CONTROL BASELINES | | | |------|------------------------------------------|-------------------|--------|--------| | NO. | | LOW | MOD | HIGH | | RA-7 | Risk Response | Select | Select | Select | No OT Discussion for this control."
