"identifier","family","family_long_name","base_control","enhancement","is_enhancement","sort_as","control_name","assessment_objective","examine","interview","test"
"AC-03(05)","AC","","AC-03","5","True","AC-03-05-00","Access Enforcement | Security-relevant Information","Determine if:","[SELECT FROM: Access control policy; procedures addressing access enforcement; system design documentation; system configuration settings and associated documentation; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with access enforcement responsibilities; system/network administrators; organizational personnel with information security responsibilities; system developers].","[SELECT FROM: Mechanisms preventing access to security-relevant information within the system]."
"AC-03(05)_ODP","AC","","AC-03","5","True","AC-03-05-01","","security-relevant information to which access is prevented except during secure, non-operable system states is defined;","","",""
"AC-03(05)","AC","","AC-03","5","True","AC-03-05-02","","access to <AC-03(05)_ODP security-relevant information> is prevented except during secure, non-operable system states.","","",""
"AC-03(06)","AC","","AC-03","6","True","AC-03-06-00","Access Enforcement | Protection of User and System Information","[WITHDRAWN: Incorporated into MP-04, SC-28.]","","",""
"AC-03(07)","AC","","AC-03","7","True","AC-03-07-00","Access Enforcement | Role-based Access Control","Determine if:","[SELECT FROM: Access control policy; role-based access control policies; procedures addressing access enforcement; system design documentation; system configuration settings and associated documentation; list of roles, users, and associated privileges required to control system access; system audit records; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with access enforcement responsibilities; system/network administrators; organizational personnel with information security and privacy responsibilities; system developers].","[SELECT FROM: Mechanisms implementing role-based access control policy]."
"AC-03(07)_ODP[01]","AC","","AC-03","7","True","AC-03-07-01","","roles upon which to base control of access are defined;","","",""
"AC-03(07)_ODP[02]","AC","","AC-03","7","True","AC-03-07-02","","users authorized to assume roles (defined in AC-03(07)_ODP[01]) are defined;","","",""
"AC-03(07)[01]","AC","","AC-03","7","True","AC-03-07-03","","a role-based access control policy is enforced over defined subjects;","","",""
"AC-03(07)[02]","AC","","AC-03","7","True","AC-03-07-04","","a role-based access control policy is enforced over defined objects;","","",""
"AC-03(07)[03]","AC","","AC-03","7","True","AC-03-07-05","","access is controlled based on <AC-03(07)_ODP[01] roles> and <AC-03(07)_ODP[02] users authorized to assume such roles>.","","",""
"AC-03(08)","AC","","AC-03","8","True","AC-03-08-00","Access Enforcement | Revocation of Access Authorizations","Determine if:","[SELECT FROM: Access control policy; procedures addressing access enforcement; system design documentation; system configuration settings and associated documentation; rules governing revocation of access authorizations, system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with access enforcement responsibilities; system/network administrators; organizational personnel with information security responsibilities; system developers].","[SELECT FROM: Mechanisms implementing access enforcement functions]."
"AC-03(08)_ODP","AC","","AC-03","8","True","AC-03-08-01","","rules governing the timing of revocations of access authorizations are defined;","","",""
"AC-03(08)[01]","AC","","AC-03","8","True","AC-03-08-02","","revocation of access authorizations is enforced, resulting from changes to the security attributes of subjects based on <AC-03(08)_ODP rules>;","","",""
"AC-03(08)[02]","AC","","AC-03","8","True","AC-03-08-03","","revocation of access authorizations is enforced resulting from changes to the security attributes of objects based on <AC-03(08)_ODP rules>.","","",""
"AC-03(09)","AC","","AC-03","9","True","AC-03-09-00","Access Enforcement | Controlled Release","Determine if:","[SELECT FROM: Access control policy; procedures addressing access enforcement; system design documentation; system configuration settings and associated documentation; list of security and privacy safeguards provided by receiving system or system components; list of security and privacy safeguards validating appropriateness of information designated for release; system audit records; results of period assessments (inspections/tests) of the external system; information sharing agreements; memoranda of understanding; acquisitions/contractual agreements; system security plan; privacy plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with access enforcement responsibilities; system/network administrators; organizational personnel with information security and privacy responsibilities; organizational personnel with responsibility for acquisitions/contractual agreements; legal counsel; system developers].","[SELECT FROM: Mechanisms implementing access enforcement functions]."
"AC-03(09)_ODP[01]","AC","","AC-03","9","True","AC-03-09-01","","the outside system or system component to which to release information is defined;","","",""
"AC-03(09)_ODP[02]","AC","","AC-03","9","True","AC-03-09-02","","controls to be provided by the outside system or system component (defined in AC-03(09)_ODP[01]) are defined;","","",""
"AC-03(09)_ODP[03]","AC","","AC-03","9","True","AC-03-09-03","","controls used to validate appropriateness of information to be released are defined;","","",""
"AC-03(09)(a)","AC","","AC-03","9","True","AC-03-09-04","","information is released outside of the system only if the receiving <AC-03(09)_ODP[01] system or system component> provides <AC-03(09)_ODP[02] controls>;","","",""
"AC-03(09)(b)","AC","","AC-03","9","True","AC-03-09-05","","information is released outside of the system only if <AC-03(09)_ODP[03] controls> are used to validate the appropriateness of the information designated for release.","","",""
"AC-03(10)","AC","","AC-03","10","True","AC-03-10-00","Access Enforcement | Audited Override of Access Control Mechanisms","Determine if:","[SELECT FROM: Access control policy; procedures addressing access enforcement; system design documentation; system configuration settings and associated documentation; conditions for employing audited override of automated access control mechanisms; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with access enforcement responsibilities; system/network administrators; organizational personnel with information security responsibilities].","[SELECT FROM: Mechanisms implementing access enforcement functions]."
"AC-03(10)_ODP[01]","AC","","AC-03","10","True","AC-03-10-01","","conditions under which to employ an audited override of automated access control mechanisms are defined;","","",""
"AC-03(10)_ODP[02]","AC","","AC-03","10","True","AC-03-10-02","","roles allowed to employ an audited override of automated access control mechanisms are defined;","","",""
"AC-03(10)","AC","","AC-03","10","True","AC-03-10-03","","an audited override of automated access control mechanisms is employed under <AC-03(10)_ODP[01] conditions> by <AC-03(10)_ODP[02] roles>.","","",""
"AC-03(11)","AC","","AC-03","11","True","AC-03-11-00","Access Enforcement | Restrict Access to Specific Information Types","Determine if:","[SELECT FROM: Access control policy; procedures addressing access enforcement; system design documentation; system configuration settings and associated documentation; system audit records; system security plan; other relevant documents or records].","[SELECT FROM: Organizational personnel with access enforcement responsibilities; organizational personnel with responsibilities for data repositories; system/network administrators; organizational personnel with information security responsibilities].","[SELECT FROM: Mechanisms implementing access enforcement functions]."
